veg_type,event_type,event_date,species_id,species_sci_name,species_family_name,species_eng_name,species_cat,species_type,school_name,dzongkhag
tree_conifer,needle_bud,2016-03-28,AdTrSaTg1,Abies densa,Pinaceae,Fir,Tree,Conifer,Sakteng Lower Secondary School,Trashigang
tree_conifer,needle_bud,2016-03-01,CcTrKhTp1,Cupressus corneyana,Coniferae,,Tree,Conifer,Khasadrapchu Middle Secondary School,Thimphu
tree_conifer,needle_bud,2016-02-24,LgTrJaBt1,Larix grifithii ,Pinaceae,Larch,Tree,Conifer,Jakar Higher Secondary School,Bumthang
tree_conifer,needle_bud,2016-02-23,PbTrGaTg1,Pinus bhutanica,Pinaceae,,Tree,Conifer,Galing Primary School,Trashigang
tree_conifer,needle_bud,2016-02-13,PrTrGyMg1,Pinus roxburghii,Pinaceae,Chirpine,Tree,Conifer,Gyelpozhing Central School,Mongar
tree_conifer,needle_bud,2016-03-08,PrTrTaLt1,Pinus roxburghii,Pinaceae,Chirpine,Tree,Conifer,Tangmachu Central School,Lhuentse
tree_conifer,needle_bud,2016-04-27,PsTrDaHa1,Picea spinulosa,Pinaceae,Spruce,Tree,Conifer,Damthang Primary School,Haa
tree_conifer,needle_bud,2016-03-18,PwTrKhTp1,Pinus wallichiana,Coniferae,Bluepine,Tree,Conifer,Khasadrapchu Middle Secondary School,Thimphu
tree_conifer,needle,2016-04-27,AdTrSaTg1,Abies densa,Pinaceae,Fir,Tree,Conifer,Sakteng Lower Secondary School,Trashigang
tree_conifer,needle,2016-03-09,LgTrJaBt1,Larix grifithii ,Pinaceae,Larch,Tree,Conifer,Jakar Higher Secondary School,Bumthang
tree_conifer,needle,2016-03-18,PbTrGaTg1,Pinus bhutanica,Pinaceae,,Tree,Conifer,Galing Primary School,Trashigang
tree_conifer,needle,2016-03-03,PrTrGyMg1,Pinus roxburghii,Pinaceae,Chirpine,Tree,Conifer,Gyelpozhing Central School,Mongar
tree_conifer,needle,2016-05-12,PsTrDaHa1,Picea spinulosa,Pinaceae,Spruce,Tree,Conifer,Damthang Primary School,Haa
tree_conifer,needle,2016-05-05,PwTrKhTp1,Pinus wallichiana,Coniferae,Bluepine,Tree,Conifer,Khasadrapchu Middle Secondary School,Thimphu
tree_conifer,seed_cone,2016-05-19,AdTrSaTg1,Abies densa,Pinaceae,Fir,Tree,Conifer,Sakteng Lower Secondary School,Trashigang
tree_conifer,seed_cone,2016-09-03,CcTrKhTp1,Cupressus corneyana,Coniferae,,Tree,Conifer,Khasadrapchu Middle Secondary School,Thimphu
tree_conifer,seed_cone,2016-03-21,LgTrJaBt1,Larix grifithii ,Pinaceae,Larch,Tree,Conifer,Jakar Higher Secondary School,Bumthang
tree_conifer,seed_cone,2016-04-12,PbTrGaTg1,Pinus bhutanica,Pinaceae,,Tree,Conifer,Galing Primary School,Trashigang
tree_conifer,seed_cone,2016-03-30,PrTrTaLt1,Pinus roxburghii,Pinaceae,Chirpine,Tree,Conifer,Tangmachu Central School,Lhuentse
tree_conifer,seed_cone,2016-03-30,PsTrDaHa1,Picea spinulosa,Pinaceae,Spruce,Tree,Conifer,Damthang Primary School,Haa
tree_conifer,seed_cone,2016-10-13,PsTrDaHa1,Picea spinulosa,Pinaceae,Spruce,Tree,Conifer,Damthang Primary School,Haa
tree_conifer,seed_cone,2016-03-10,PwTrKhTp1,Pinus wallichiana,Coniferae,Bluepine,Tree,Conifer,Khasadrapchu Middle Secondary School,Thimphu
tree_conifer,ripe_seed_cone,2016-08-10,LgTrJaBt1,Larix grifithii ,Pinaceae,Larch,Tree,Conifer,Jakar Higher Secondary School,Bumthang
tree_conifer,ripe_seed_cone,2016-08-12,PrTrTaLt1,Pinus roxburghii,Pinaceae,Chirpine,Tree,Conifer,Tangmachu Central School,Lhuentse
tree_conifer,ripe_seed_cone,2016-06-09,PsTrDaHa1,Picea spinulosa,Pinaceae,Spruce,Tree,Conifer,Damthang Primary School,Haa
tree_conifer,needle_fall,2016-09-01,LgTrJaBt1,Larix grifithii ,Pinaceae,Larch,Tree,Conifer,Jakar Higher Secondary School,Bumthang
tree,bud_burst,2016-03-09,AbTrJoSj1,Aesandra butyracea,Sapotaceae,Indian Butter Tree,Tree,Broad-leaved Decidious,Jomotshangkha Middle Secondary School,Samdrupjongkhar
tree,bud_burst,2016-02-24,AcTrGaTg1,Acer campbellii,Sapandiceae,Maple,Tree,Broad-leaved Decidious,Galing Primary School,Trashigang
tree,bud_burst,2016-03-28,AiTrTeSt1,Ailanthus integrifolia,Simaroubaceae,,Tree,Broad-leaved Evergreen,Tendruk Central School,Samtse
tree,bud_burst,2016-02-28,AnTrBaTy1,Alnus nepalensis,Betulaceae,Nepal Black Cedar,Tree,Broad-leaved Decidious,Baylling Central School,Trashiyangtse
tree,bud_burst,2016-02-14,AnTrBjGs1,Alnus nepalensis,Betulaceae,Nepal Black Cedar,Tree,Broad-leaved Decidious,Bjishong Central School,Gasa
tree,bud_burst,2016-02-16,AnTrNoWp1,Alnus nepalensis,Betulaceae,Nepal Black Cedar,Tree,Broad-leaved Decidious,Nobding Lower Secondary School,Wangduephodrang
tree,bud_burst,2016-02-24,ApTrTeSt1,Albizzia procera ,Fabaceae,Albizia,Tree,Broad-leaved Evergreen,Tendruk Central School,Samtse
tree,bud_burst,2016-03-14,BcTrGaTg1,Bombax ceiba,Bombacaceae,Red Cotton Tree,Tree,Broad-leaved Decidious,Galing Primary School,Trashigang
tree,bud_burst,2016-02-24,BcTrJoSj1,Bombax ceiba,Bombacaceae,Red Cotton Tree,Tree,Broad-leaved Decidious,Jomotshangkha Middle Secondary School,Samdrupjongkhar
tree,bud_burst,2016-02-20,BcTrPeSp1,Bombax ceiba,Bombacaceae,Red Cotton Tree,Tree,Broad-leaved Decidious,Pelrithang Middle Secondary School,Sarpang
tree,bud_burst,2016-05-03,CpTrGyMg1,Callistemon phoeniceus,Myrtaceae,Bottle brush,Tree,Broad-leaved Evergreen,Gyelpozhing Central School,Mongar
tree,bud_burst,2016-02-20,CrTrTeSt1,Citrus reticulata,Rutaceae,,Tree,Broad-leaved Evergreen,Tendruk Central School,Samtse
tree,bud_burst,2016-03-29,DbTrSaTg1,Daphne bholua,Thymelaeaceae,,Tree,Broad-leaved Evergreen,Sakteng Lower Secondary School,Trashigang
tree,bud_burst,2016-02-10,DgTrTeSt1,Duabanga grandiflora,Sonnerateceae,,Tree,Broad-leaved Evergreen,Tendruk Central School,Samtse
tree,bud_burst,2016-02-17,DiTrBaTy1,Docynia indica,Rosaceae,Assam Apple,Tree,Broad-leaved Decidious,Baylling Central School,Trashiyangtse
tree,bud_burst,2016-03-02,DrTrPhCk1,Delonix regia,Leguminaceae,Gulmohar,Tree,Broad-leaved Evergreen,Phuentsholing Higher Secondary School,Chukha
tree,bud_burst,2016-03-31,EaTrGeDg1,Erythrina arborescens,Leguminaceae,,Tree,Broad-leaved Decidious,Gesarling Central School,Dagana
tree,bud_burst,2016-03-26,EaTrNoWp1,Erythrina arborescens,Leguminaceae,,Tree,Broad-leaved Decidious,Nobding Lower Secondary School,Wangduephodrang
tree,bud_burst,2016-03-20,EaTrPeSp1,Erythrina arborescens,Leguminaceae,,Tree,Broad-leaved Decidious,Pelrithang Middle Secondary School,Sarpang
tree,bud_burst,2016-03-04,GaTrJoSj1,Gmelina arborea,Verbenaceae,White teak,Tree,Broad-leaved Evergreen,Jomotshangkha Middle Secondary School,Samdrupjongkhar
tree,bud_burst,2016-03-09,GaTrPeSp1,Gmelina arborea,Verbenaceae,White teak,Tree,Broad-leaved Evergreen,Pelrithang Middle Secondary School,Sarpang
tree,bud_burst,2016-03-22,JrTrBaTy1,Juglans regia,Juglandaceae,Walnut,Tree,Broad-leaved Decidious,Baylling Central School,Trashiyangtse
tree,bud_burst,2016-03-12,JrTrGaTg1,Juglans regia,Juglandaceae,Walnut,Tree,Broad-leaved Decidious,Galing Primary School,Trashigang
tree,bud_burst,2016-03-09,JrTrJaBt1,Juglans regia,Juglandaceae,Walnut,Tree,Broad-leaved Decidious,Jakar Higher Secondary School,Bumthang
tree,bud_burst,2016-03-08,JrTrTaLt1,Juglans regia,Juglandaceae,Walnut,Tree,Broad-leaved Decidious,Tangmachu Central School,Lhuentse
tree,bud_burst,2016-02-09,LlTrGyMg1,Leucaena leucocephala,Leguminaceae,Leucaena,Tree,Broad-leaved Evergreen,Gyelpozhing Central School,Mongar
tree,bud_burst,2016-02-18,MaTrGyMg1,Melia azedarach,Meliaceae,China Berry,Tree,Broad-leaved Decidious,Gyelpozhing Central School,Mongar
tree,bud_burst,2016-02-17,MaTrJoSj1,Melia azedarach,Meliaceae,China Berry,Tree,Broad-leaved Decidious,Jomotshangkha Middle Secondary School,Samdrupjongkhar
tree,bud_burst,2016-03-08,MaTrTaLt1,Melia azedarach,Meliaceae,China Berry,Tree,Broad-leaved Decidious,Tangmachu Central School,Lhuentse
tree,bud_burst,2016-02-28,MeTrBaTy1,Myrica esculenta,Myricaceae,,Tree,Broad-leaved Evergreen,Baylling Central School,Trashiyangtse
tree,bud_burst,2016-03-20,MiTrPeSp1,Mangifera indica ,Anacardaceae,Mango Tree,Tree,Broad-leaved Evergreen,Pelrithang Middle Secondary School,Sarpang
tree,bud_burst,2016-02-10,MiTrTeSt1,Mangifera indica ,Anacardaceae,Mango Tree,Tree,Broad-leaved Evergreen,Tendruk Central School,Samtse
tree,bud_burst,2016-04-16,MkTrNoWp1,Michelia kisopa,Magnoliaceae,Yellow jade orchid tree,Tree,Broad-leaved Evergreen,Nobding Lower Secondary School,Wangduephodrang
tree,bud_burst,2016-04-23,MkTrTaLt1,Michelia kisopa,Magnoliaceae,Yellow jade orchid tree,Tree,Broad-leaved Evergreen,Tangmachu Central School,Lhuentse
tree,bud_burst,2016-04-13,MkTrYuPg1,Michelia kisopa,Magnoliaceae,Yellow jade orchid tree,Tree,Broad-leaved Evergreen,Yurung Central School,Pemagatshel
tree,bud_burst,2016-04-18,PfTrDaHa1,Pieris formosa,Ericaceae,,Tree,Broad-leaved Evergreen,Damthang Primary School,Haa
tree,bud_burst,2016-02-23,PpTrGaTg1,Prunus persica,Rosaceae,Peach,Tree,Broad-leaved Decidious,Galing Primary School,Trashigang
tree,bud_burst,2016-03-21,PpTrJaBt1,Prunus persica,Rosaceae,Peach,Tree,Broad-leaved Decidious,Jakar Higher Secondary School,Bumthang
tree,bud_burst,2016-03-09,PpTrKhTp1,Prunus persica,Rosaceae,Peach,Tree,Broad-leaved Decidious,Khasadrapchu Middle Secondary School,Thimphu
tree,bud_burst,2016-03-14,QgTrBaTy1,Quercus griffithii,Fagaceae,Oak,Tree,Broad-leaved Decidious,Baylling Central School,Trashiyangtse
tree,bud_burst,2016-03-25,QgTrBjGs1,Quercus griffithii,Fagaceae,Oak,Tree,Broad-leaved Decidious,Bjishong Central School,Gasa
tree,bud_burst,2016-03-10,QgTrGaTg1,Quercus griffithii,Fagaceae,Oak,Tree,Broad-leaved Decidious,Galing Primary School,Trashigang
tree,bud_burst,2016-04-01,QgTrKhTp1,Quercus griffithii,Fagaceae,Oak,Tree,Broad-leaved Decidious,Khasadrapchu Middle Secondary School,Thimphu
tree,bud_burst,2016-03-25,QgTrNoWp1,Quercus griffithii,Fagaceae,Oak,Tree,Broad-leaved Decidious,Nobding Lower Secondary School,Wangduephodrang
tree,bud_burst,2016-03-16,QgTrYuPg1,Quercus griffithii,Fagaceae,Oak,Tree,Broad-leaved Decidious,Yurung Central School,Pemagatshel
tree,bud_burst,2016-04-12,QsTrSaTg1,Quercus semecarpifolia,Fagaceae,,Tree,Broad-leaved Evergreen,Sakteng Lower Secondary School,Trashigang
tree,bud_burst,2016-03-28,RcTrKhTp1,Rhus chinensis,Rosaceae,,Tree,Broad-leaved Decidious,Khasadrapchu Middle Secondary School,Thimphu
tree,bud_burst,2016-04-11,SaTrDaHa1,Salix alba,Salicaceae,,Tree,Broad-leaved Decidious,Damthang Primary School,Haa
tree,bud_burst,2016-02-09,ScTrGyMg1,Syzygium cumini,Myrtaceae,Jamun,Tree,Broad-leaved Evergreen,Gyelpozhing Central School,Mongar
tree,bud_burst,2016-05-01,TgTrTeSt1,Tectona grandis ,Verbenaceae,Teak,Tree,Broad-leaved Decidious,Tendruk Central School,Samtse
tree,bud_burst,2016-04-14,TiTrPeSp1,Tamarindus indica,Leguminaceae,,Tree,Broad-leaved Evergreen,Pelrithang Middle Secondary School,Sarpang
tree,young_leaf,2016-02-27,AcTrGaTg1,Acer campbellii,Sapandiceae,Maple,Tree,Broad-leaved Decidious,Galing Primary School,Trashigang
tree,young_leaf,2016-04-04,AiTrTeSt1,Ailanthus integrifolia,Simaroubaceae,,Tree,Broad-leaved Evergreen,Tendruk Central School,Samtse
tree,young_leaf,2016-03-03,AnTrBaTy1,Alnus nepalensis,Betulaceae,Nepal Black Cedar,Tree,Broad-leaved Decidious,Baylling Central School,Trashiyangtse
tree,young_leaf,2016-03-25,AnTrBjGs1,Alnus nepalensis,Betulaceae,Nepal Black Cedar,Tree,Broad-leaved Decidious,Bjishong Central School,Gasa
tree,young_leaf,2016-02-20,AnTrNoWp1,Alnus nepalensis,Betulaceae,Nepal Black Cedar,Tree,Broad-leaved Decidious,Nobding Lower Secondary School,Wangduephodrang
tree,young_leaf,2016-03-15,ApTrGeDg1,Albizzia procera ,Fabaceae,Albizia,Tree,Broad-leaved Evergreen,Gesarling Central School,Dagana
tree,young_leaf,2016-02-27,ApTrTeSt1,Albizzia procera ,Fabaceae,Albizia,Tree,Broad-leaved Evergreen,Tendruk Central School,Samtse
tree,young_leaf,2016-03-27,BcTrGaTg1,Bombax ceiba,Bombacaceae,Red Cotton Tree,Tree,Broad-leaved Decidious,Galing Primary School,Trashigang
tree,young_leaf,2016-02-25,BcTrJoSj1,Bombax ceiba,Bombacaceae,Red Cotton Tree,Tree,Broad-leaved Decidious,Jomotshangkha Middle Secondary School,Samdrupjongkhar
tree,young_leaf,2016-03-02,BcTrPeSp1,Bombax ceiba,Bombacaceae,Red Cotton Tree,Tree,Broad-leaved Decidious,Pelrithang Middle Secondary School,Sarpang
tree,young_leaf,2016-05-10,CpTrGyMg1,Callistemon phoeniceus,Myrtaceae,Bottle brush,Tree,Broad-leaved Evergreen,Gyelpozhing Central School,Mongar
tree,young_leaf,2016-02-28,CrTrTeSt1,Citrus reticulata,Rutaceae,,Tree,Broad-leaved Evergreen,Tendruk Central School,Samtse
tree,young_leaf,2016-04-11,DbTrSaTg1,Daphne bholua,Thymelaeaceae,,Tree,Broad-leaved Evergreen,Sakteng Lower Secondary School,Trashigang
tree,young_leaf,2016-02-13,DgTrTeSt1,Duabanga grandiflora,Sonnerateceae,,Tree,Broad-leaved Evergreen,Tendruk Central School,Samtse
tree,young_leaf,2016-02-28,DiTrBaTy1,Docynia indica,Rosaceae,Assam Apple,Tree,Broad-leaved Decidious,Baylling Central School,Trashiyangtse
tree,young_leaf,2016-03-04,DrTrPhCk1,Delonix regia,Leguminaceae,Gulmohar,Tree,Broad-leaved Evergreen,Phuentsholing Higher Secondary School,Chukha
tree,young_leaf,2016-04-05,EaTrGeDg1,Erythrina arborescens,Leguminaceae,,Tree,Broad-leaved Decidious,Gesarling Central School,Dagana
tree,young_leaf,2016-04-03,EaTrNoWp1,Erythrina arborescens,Leguminaceae,,Tree,Broad-leaved Decidious,Nobding Lower Secondary School,Wangduephodrang
tree,young_leaf,2016-03-28,EaTrPeSp1,Erythrina arborescens,Leguminaceae,,Tree,Broad-leaved Decidious,Pelrithang Middle Secondary School,Sarpang
tree,young_leaf,2016-03-10,GaTrPeSp1,Gmelina arborea,Verbenaceae,White teak,Tree,Broad-leaved Evergreen,Pelrithang Middle Secondary School,Sarpang
tree,young_leaf,2016-03-27,JrTrBaTy1,Juglans regia,Juglandaceae,Walnut,Tree,Broad-leaved Decidious,Baylling Central School,Trashiyangtse
tree,young_leaf,2016-03-14,JrTrGaTg1,Juglans regia,Juglandaceae,Walnut,Tree,Broad-leaved Decidious,Galing Primary School,Trashigang
tree,young_leaf,2016-03-15,JrTrJaBt1,Juglans regia,Juglandaceae,Walnut,Tree,Broad-leaved Decidious,Jakar Higher Secondary School,Bumthang
tree,young_leaf,2016-03-16,JrTrNoWp1,Juglans regia,Juglandaceae,Walnut,Tree,Broad-leaved Decidious,Nobding Lower Secondary School,Wangduephodrang
tree,young_leaf,2016-03-09,JrTrTaLt1,Juglans regia,Juglandaceae,Walnut,Tree,Broad-leaved Decidious,Tangmachu Central School,Lhuentse
tree,young_leaf,2016-02-09,LlTrGyMg1,Leucaena leucocephala,Leguminaceae,Leucaena,Tree,Broad-leaved Evergreen,Gyelpozhing Central School,Mongar
tree,young_leaf,2016-02-21,MaTrGyMg1,Melia azedarach,Meliaceae,China Berry,Tree,Broad-leaved Decidious,Gyelpozhing Central School,Mongar
tree,young_leaf,2016-02-24,MaTrJoSj1,Melia azedarach,Meliaceae,China Berry,Tree,Broad-leaved Decidious,Jomotshangkha Middle Secondary School,Samdrupjongkhar
tree,young_leaf,2016-02-24,MaTrPhCk1,Melia azedarach,Meliaceae,China Berry,Tree,Broad-leaved Decidious,Phuentsholing Higher Secondary School,Chukha
tree,young_leaf,2016-03-09,MaTrTaLt1,Melia azedarach,Meliaceae,China Berry,Tree,Broad-leaved Decidious,Tangmachu Central School,Lhuentse
tree,young_leaf,2016-03-10,MeTrBaTy1,Myrica esculenta,Myricaceae,,Tree,Broad-leaved Evergreen,Baylling Central School,Trashiyangtse
tree,young_leaf,2016-03-24,MiTrPeSp1,Mangifera indica ,Anacardaceae,Mango Tree,Tree,Broad-leaved Evergreen,Pelrithang Middle Secondary School,Sarpang
tree,young_leaf,2016-02-17,MiTrTeSt1,Mangifera indica ,Anacardaceae,Mango Tree,Tree,Broad-leaved Evergreen,Tendruk Central School,Samtse
tree,young_leaf,2016-04-18,MkTrNoWp1,Michelia kisopa,Magnoliaceae,Yellow jade orchid tree,Tree,Broad-leaved Evergreen,Nobding Lower Secondary School,Wangduephodrang
tree,young_leaf,2016-04-29,MkTrTaLt1,Michelia kisopa,Magnoliaceae,Yellow jade orchid tree,Tree,Broad-leaved Evergreen,Tangmachu Central School,Lhuentse
tree,young_leaf,2016-04-21,MkTrYuPg1,Michelia kisopa,Magnoliaceae,Yellow jade orchid tree,Tree,Broad-leaved Evergreen,Yurung Central School,Pemagatshel
tree,young_leaf,2016-05-06,PfTrDaHa1,Pieris formosa,Ericaceae,,Tree,Broad-leaved Evergreen,Damthang Primary School,Haa
tree,young_leaf,2016-02-24,PpTrGaTg1,Prunus persica,Rosaceae,Peach,Tree,Broad-leaved Decidious,Galing Primary School,Trashigang
tree,young_leaf,2016-03-23,PpTrJaBt1,Prunus persica,Rosaceae,Peach,Tree,Broad-leaved Decidious,Jakar Higher Secondary School,Bumthang
tree,young_leaf,2016-03-15,PpTrKhTp1,Prunus persica,Rosaceae,Peach,Tree,Broad-leaved Decidious,Khasadrapchu Middle Secondary School,Thimphu
tree,young_leaf,2016-03-22,QgTrBaTy1,Quercus griffithii,Fagaceae,Oak,Tree,Broad-leaved Decidious,Baylling Central School,Trashiyangtse
tree,young_leaf,2016-04-10,QgTrBjGs1,Quercus griffithii,Fagaceae,Oak,Tree,Broad-leaved Decidious,Bjishong Central School,Gasa
tree,young_leaf,2016-03-12,QgTrGaTg1,Quercus griffithii,Fagaceae,Oak,Tree,Broad-leaved Decidious,Galing Primary School,Trashigang
tree,young_leaf,2016-04-04,QgTrKhTp1,Quercus griffithii,Fagaceae,Oak,Tree,Broad-leaved Decidious,Khasadrapchu Middle Secondary School,Thimphu
tree,young_leaf,2016-03-29,QgTrNoWp1,Quercus griffithii,Fagaceae,Oak,Tree,Broad-leaved Decidious,Nobding Lower Secondary School,Wangduephodrang
tree,young_leaf,2016-03-28,QgTrYuPg1,Quercus griffithii,Fagaceae,Oak,Tree,Broad-leaved Decidious,Yurung Central School,Pemagatshel
tree,young_leaf,2016-04-13,QsTrSaTg1,Quercus semecarpifolia,Fagaceae,,Tree,Broad-leaved Evergreen,Sakteng Lower Secondary School,Trashigang
tree,young_leaf,2016-04-07,RcTrKhTp1,Rhus chinensis,Rosaceae,,Tree,Broad-leaved Decidious,Khasadrapchu Middle Secondary School,Thimphu
tree,young_leaf,2016-04-18,SaTrDaHa1,Salix alba,Salicaceae,,Tree,Broad-leaved Decidious,Damthang Primary School,Haa
tree,young_leaf,2016-04-27,SaTrSaTg1,Salix alba,Salicaceae,,Tree,Broad-leaved Decidious,Sakteng Lower Secondary School,Trashigang
tree,young_leaf,2016-02-09,ScTrGyMg1,Syzygium cumini,Myrtaceae,Jamun,Tree,Broad-leaved Evergreen,Gyelpozhing Central School,Mongar
tree,young_leaf,2016-03-02,SnTrMeTr1,Saurauia napaulensis,Actinidiacea,,Tree,Broad-leaved Evergreen,Mendrelgang Central School,Tsirang
tree,young_leaf,2016-03-03,SnTrYuPg1,Saurauia napaulensis,Actinidiacea,,Tree,Broad-leaved Evergreen,Yurung Central School,Pemagatshel
tree,young_leaf,2016-03-01,SwTrYuPg1,Schima wallichii,Theaceae,,Tree,Broad-leaved Decidious,Yurung Central School,Pemagatshel
tree,young_leaf,2016-04-11,TbTrJoSj1,Terminalia bellirica,Combretaceae,,Tree,Broad-leaved Evergreen,Jomotshangkha Middle Secondary School,Samdrupjongkhar
tree,young_leaf,2016-05-20,TgTrTeSt1,Tectona grandis ,Verbenaceae,Teak,Tree,Broad-leaved Decidious,Tendruk Central School,Samtse
tree,young_leaf,2016-04-25,TiTrPeSp1,Tamarindus indica,Leguminaceae,,Tree,Broad-leaved Evergreen,Pelrithang Middle Secondary School,Sarpang
tree,flower_bud,2016-03-10,AnTrBaTy1,Alnus nepalensis,Betulaceae,Nepal Black Cedar,Tree,Broad-leaved Decidious,Baylling Central School,Trashiyangtse
tree,flower_bud,2016-04-13,AnTrBjGs1,Alnus nepalensis,Betulaceae,Nepal Black Cedar,Tree,Broad-leaved Decidious,Bjishong Central School,Gasa
tree,flower_bud,2016-04-30,AnTrMeTr1,Alnus nepalensis,Betulaceae,Nepal Black Cedar,Tree,Broad-leaved Decidious,Mendrelgang Central School,Tsirang
tree,flower_bud,2016-03-15,AnTrNoWp1,Alnus nepalensis,Betulaceae,Nepal Black Cedar,Tree,Broad-leaved Decidious,Nobding Lower Secondary School,Wangduephodrang
tree,flower_bud,2016-03-16,BpTrGeDg1,Bauhinia purpurea ,Fabaceae,,Tree,Broad-leaved Decidious,Gesarling Central School,Dagana
tree,flower_bud,2016-02-09,CpTrGyMg1,Callistemon phoeniceus,Myrtaceae,Bottle brush,Tree,Broad-leaved Evergreen,Gyelpozhing Central School,Mongar
tree,flower_bud,2016-03-03,CrTrTeSt1,Citrus reticulata,Rutaceae,,Tree,Broad-leaved Evergreen,Tendruk Central School,Samtse
tree,flower_bud,2016-02-10,DgTrTeSt1,Duabanga grandiflora,Sonnerateceae,,Tree,Broad-leaved Evergreen,Tendruk Central School,Samtse
tree,flower_bud,2016-03-04,DiTrTaLt1,Docynia indica,Rosaceae,Assam Apple,Tree,Broad-leaved Decidious,Tangmachu Central School,Lhuentse
tree,flower_bud,2016-03-15,DrTrPhCk1,Delonix regia,Leguminaceae,Gulmohar,Tree,Broad-leaved Evergreen,Phuentsholing Higher Secondary School,Chukha
tree,flower_bud,2016-09-12,EaTrGeDg1,Erythrina arborescens,Leguminaceae,,Tree,Broad-leaved Decidious,Gesarling Central School,Dagana
tree,flower_bud,2016-07-16,EaTrNoWp1,Erythrina arborescens,Leguminaceae,,Tree,Broad-leaved Decidious,Nobding Lower Secondary School,Wangduephodrang
tree,flower_bud,2016-01-05,EaTrPeSp1,Erythrina arborescens,Leguminaceae,,Tree,Broad-leaved Decidious,Pelrithang Middle Secondary School,Sarpang
tree,flower_bud,2016-03-02,EsTrMeTr1,Erythrina stricta,Fabaceae,,Tree,Broad-leaved Decidious,Mendrelgang Central School,Tsirang
