veg_type,event_type,event_date,species_id,species_sci_name,species_family_name,species_eng_name,species_cat,species_type,school_name,dzongkhag
shrub,ripe_fruit,2016-06-16,RsShJaBt1,Rosa sericea,Rosaceae,Wild rose,Shrub,Decidious,Jakar Higher Secondary School,Bumthang
shrub,ripe_fruit,2016-05-13,RsShKhTp1,Rosa sericea,Rosaceae,Wild rose,Shrub,Decidious,Khasadrapchu Middle Secondary School,Thimphu
shrub,ripe_fruit,2016-04-24,TdShPeSp1,Tabernaemontana divaricata,Apocynaceae,,Shrub,Evergreen,Pelrithang Middle Secondary School,Sarpang
shrub,ripe_fruit,2016-04-28,VcShGaTg1,Viburnum cylindricum,Adoxaceae,,Shrub,Decidious,Galing Primary School,Trashigang
shrub,ripe_fruit,2016-08-07,ZaShGeDg1,Zanthoxylum armatum,Rutaceae,,Shrub,Decidious,Gesarling Central School,Dagana
shrub,leaf_fall,2016-09-12,BaShNoWp1,Berberis angulosa,Berberidaceae,Large Flowered Berry,Shrub,Decidious,Nobding Lower Secondary School,Wangduephodrang
shrub,leaf_fall,2016-09-19,CbShKhTp1,Cotoneaster bacillaris,Rosaceae,,Shrub,Decidious,Khasadrapchu Middle Secondary School,Thimphu
shrub,leaf_fall,2016-08-08,CmShJaBt1,Cotoneaster microphyllus,Rosaceae,Rockspray,Shrub,Evergreen,Jakar Higher Secondary School,Bumthang
shrub,leaf_fall,2016-09-29,EpShBaTy1,Elaegnus parvifolia,Elaegnaceae,Silver berry,Shrub,Decidious,Baylling Central School,Trashiyangtse
shrub,leaf_fall,2016-07-19,EpShJaBt1,Elaegnus parvifolia,Elaegnaceae,Silver berry,Shrub,Decidious,Jakar Higher Secondary School,Bumthang
shrub,leaf_fall,2016-06-06,JcShGyMg1,Jatropa carcus ,Euphorbiaceae,,Shrub,Evergreen,Gyelpozhing Central School,Mongar
shrub,leaf_fall,2016-07-16,ReShJaBt1,Rubus ellipticus,Rosaceae,Rasp berry,Shrub,Decidious,Jakar Higher Secondary School,Bumthang
shrub,leaf_fall,2016-04-29,RpShGyMg1,Rhus paniculata,Anacardaceae,,Shrub,Evergreen,Gyelpozhing Central School,Mongar
shrub,leaf_fall,2016-10-10,RsShKhTp1,Rosa sericea,Rosaceae,Wild rose,Shrub,Decidious,Khasadrapchu Middle Secondary School,Thimphu
shrub,leaf_fall,2016-03-14,ZmShPeSp1,Ziziphus mauritiana,Rhamnaceae,,Shrub,Decidious,Pelrithang Middle Secondary School,Sarpang
herb,initial_growth,2016-03-11,AcHePeSp1,Ageratum conyzoides,Asteraceae,,Herb,Annual,Pelrithang Middle Secondary School,Sarpang
herb,initial_growth,2016-06-12,AuHeTeSt1,Acmella uliginosa,Asteraceae,,Herb,Annual,Tendruk Central School,Samtse
herb,initial_growth,2016-02-09,BpHeGyMg1,Bidens pilosa,Asteraceae,,Herb,Annual,Gyelpozhing Central School,Mongar
herb,initial_growth,2016-03-10,BpHeJoSj1,Bidens pilosa,Asteraceae,,Herb,Annual,Jomotshangkha Middle Secondary School,Samdrupjongkhar
herb,initial_growth,2016-03-14,BpHeKhTp1,Bidens pilosa,Asteraceae,,Herb,Annual,Khasadrapchu Middle Secondary School,Thimphu
herb,initial_growth,2016-03-11,BpHePeSp1,Bidens pilosa,Asteraceae,,Herb,Annual,Pelrithang Middle Secondary School,Sarpang
herb,initial_growth,2016-02-24,BpHeTeSt1,Bidens pilosa,Asteraceae,,Herb,Annual,Tendruk Central School,Samtse
herb,initial_growth,2016-07-09,CbHeJaBt1,Cosmos bipinnatus,Asteraceae,Garden cosmos,Herb,Annual,Jakar Higher Secondary School,Bumthang
herb,initial_growth,2016-03-25,ChHeGaTg1,Cymbidium hookerainum ,Orchidaceae,Hookers Orchid,Herb,Epiphytic,Galing Primary School,Trashigang
herb,initial_growth,2016-04-09,ChHeTaLt1,Cymbidium hookerainum ,Orchidaceae,Hookers Orchid,Herb,Epiphytic,Tangmachu Central School,Lhuentse
herb,initial_growth,2016-03-30,CkHeGaTg1,Cymbopogon khasianus ,Graminae,Lemon grass,Herb,Annual,Galing Primary School,Trashigang
herb,initial_growth,2016-03-30,CkHeTaLt1,Cymbopogon khasianus ,Graminae,Lemon grass,Herb,Annual,Tangmachu Central School,Lhuentse
herb,initial_growth,2016-02-18,FnHeJaBt1,Fragaria nubicola ,Rosaceae,Strawberry,Herb,Perrinial,Jakar Higher Secondary School,Bumthang
herb,initial_growth,2016-03-29,FnHeSaTg1,Fragaria nubicola ,Rosaceae,Strawberry,Herb,Perrinial,Sakteng Lower Secondary School,Trashigang
herb,initial_growth,2016-04-01,GdHePhCk1,Girardinia diversifolia,Urticaceae,,Herb,Annual,Phuentsholing Higher Secondary School,Chukha
herb,initial_growth,2016-02-24,PdHeJaBt1,Primula denticulata,Primulaceae,Primrose,Herb,Perrinial,Jakar Higher Secondary School,Bumthang
herb,initial_growth,2016-03-10,PlHeDaHa1,Potentilla lineata,Rosaceae,,Herb,Perrinial,Damthang Primary School,Haa
herb,initial_growth,2016-03-29,PlHeSaTg1,Potentilla lineata,Rosaceae,,Herb,Perrinial,Sakteng Lower Secondary School,Trashigang
herb,initial_growth,2016-03-21,RnHeKhTp1,Rumex nepalensis,Polygonaceae,,Herb,Perrinial,Khasadrapchu Middle Secondary School,Thimphu
herb,initial_growth,2016-03-01,TrHeDaHa1,Trifolium repens,Fabaceae,,Herb,Annual,Damthang Primary School,Haa
herb,leaf,2016-06-14,AuHeTeSt1,Acmella uliginosa,Asteraceae,,Herb,Annual,Tendruk Central School,Samtse
herb,leaf,2016-02-09,BpHeGyMg1,Bidens pilosa,Asteraceae,,Herb,Annual,Gyelpozhing Central School,Mongar
herb,leaf,2016-03-31,BpHeJoSj1,Bidens pilosa,Asteraceae,,Herb,Annual,Jomotshangkha Middle Secondary School,Samdrupjongkhar
herb,leaf,2016-03-23,BpHeKhTp1,Bidens pilosa,Asteraceae,,Herb,Annual,Khasadrapchu Middle Secondary School,Thimphu
herb,leaf,2016-02-24,BpHeTeSt1,Bidens pilosa,Asteraceae,,Herb,Annual,Tendruk Central School,Samtse
herb,leaf,2016-07-09,CbHeJaBt1,Cosmos bipinnatus,Asteraceae,Garden cosmos,Herb,Annual,Jakar Higher Secondary School,Bumthang
herb,leaf,2016-03-31,ChHeGaTg1,Cymbidium hookerainum ,Orchidaceae,Hookers Orchid,Herb,Epiphytic,Galing Primary School,Trashigang
herb,leaf,2016-04-12,CkHeGaTg1,Cymbopogon khasianus ,Graminae,Lemon grass,Herb,Annual,Galing Primary School,Trashigang
herb,leaf,2016-02-18,FnHeJaBt1,Fragaria nubicola ,Rosaceae,Strawberry,Herb,Perrinial,Jakar Higher Secondary School,Bumthang
herb,leaf,2016-03-29,PdHeJaBt1,Primula denticulata,Primulaceae,Primrose,Herb,Perrinial,Jakar Higher Secondary School,Bumthang
herb,leaf,2016-02-13,PhHeGyMg1,Parthenium hysterophorus,Compositaceae,Whitetop weed,Herb,Annual,Gyelpozhing Central School,Mongar
herb,leaf,2016-03-10,PlHeDaHa1,Potentilla lineata,Rosaceae,,Herb,Perrinial,Damthang Primary School,Haa
herb,leaf,2016-04-13,PlHeSaTg1,Potentilla lineata,Rosaceae,,Herb,Perrinial,Sakteng Lower Secondary School,Trashigang
herb,flower_bud,2016-02-10,AaHeTeSt1,Ageratina adenophora,Asteraceae,,Herb,Perrinial,Tendruk Central School,Samtse
herb,flower_bud,2016-03-21,AcHePeSp1,Ageratum conyzoides,Asteraceae,,Herb,Annual,Pelrithang Middle Secondary School,Sarpang
herb,flower_bud,2016-06-18,AuHeTeSt1,Acmella uliginosa,Asteraceae,,Herb,Annual,Tendruk Central School,Samtse
herb,flower_bud,2016-05-13,BpHeGyMg1,Bidens pilosa,Asteraceae,,Herb,Annual,Gyelpozhing Central School,Mongar
herb,flower_bud,2016-09-12,BpHeJoSj1,Bidens pilosa,Asteraceae,,Herb,Annual,Jomotshangkha Middle Secondary School,Samdrupjongkhar
herb,flower_bud,2016-05-17,BpHeKhTp1,Bidens pilosa,Asteraceae,,Herb,Annual,Khasadrapchu Middle Secondary School,Thimphu
herb,flower_bud,2016-03-21,BpHePeSp1,Bidens pilosa,Asteraceae,,Herb,Annual,Pelrithang Middle Secondary School,Sarpang
herb,flower_bud,2016-03-30,BpHeTeSt1,Bidens pilosa,Asteraceae,,Herb,Annual,Tendruk Central School,Samtse
herb,flower_bud,2016-07-20,CbHeJaBt1,Cosmos bipinnatus,Asteraceae,Garden cosmos,Herb,Annual,Jakar Higher Secondary School,Bumthang
herb,flower_bud,2016-03-23,ChHeGaTg1,Cymbidium hookerainum ,Orchidaceae,Hookers Orchid,Herb,Epiphytic,Galing Primary School,Trashigang
herb,flower_bud,2016-10-05,ChHeTaLt1,Cymbidium hookerainum ,Orchidaceae,Hookers Orchid,Herb,Epiphytic,Tangmachu Central School,Lhuentse
herb,flower_bud,2016-04-06,ChHeYuPg1,Cymbidium hookerainum ,Orchidaceae,Hookers Orchid,Herb,Epiphytic,Yurung Central School,Pemagatshel
herb,flower_bud,2016-09-04,CkHeTaLt1,Cymbopogon khasianus ,Graminae,Lemon grass,Herb,Annual,Tangmachu Central School,Lhuentse
herb,flower_bud,2016-05-26,CsHeKhTp1,Cannabis sativa,Cannabaceae,,Herb,Annual,Khasadrapchu Middle Secondary School,Thimphu
herb,flower_bud,2016-04-28,DdHeJoSj1,Dendrobium densiflorum ,Orchidaceae,Pinapple orchid,Herb,Epiphytic,Jomotshangkha Middle Secondary School,Samdrupjongkhar
herb,flower_bud,2016-03-16,EcHeYuPg1,Elettaria cardamomum,Zingiberaceae,Cardamom,Herb,Perrinial,Yurung Central School,Pemagatshel
herb,flower_bud,2016-04-06,FnHeBaTy1,Fragaria nubicola ,Rosaceae,Strawberry,Herb,Perrinial,Baylling Central School,Trashiyangtse
herb,flower_bud,2016-03-23,FnHeJaBt1,Fragaria nubicola ,Rosaceae,Strawberry,Herb,Perrinial,Jakar Higher Secondary School,Bumthang
herb,flower_bud,2016-03-08,FnHeNoWp1,Fragaria nubicola ,Rosaceae,Strawberry,Herb,Perrinial,Nobding Lower Secondary School,Wangduephodrang
herb,flower_bud,2016-04-14,FnHeSaTg1,Fragaria nubicola ,Rosaceae,Strawberry,Herb,Perrinial,Sakteng Lower Secondary School,Trashigang
herb,flower_bud,2016-04-04,PdHeJaBt1,Primula denticulata,Primulaceae,Primrose,Herb,Perrinial,Jakar Higher Secondary School,Bumthang
herb,flower_bud,2016-02-15,PdHeNoWp1,Primula denticulata,Primulaceae,Primrose,Herb,Perrinial,Nobding Lower Secondary School,Wangduephodrang
herb,flower_bud,2016-06-06,PhHeGyMg1,Parthenium hysterophorus,Compositaceae,Whitetop weed,Herb,Annual,Gyelpozhing Central School,Mongar
herb,flower_bud,2016-07-06,PlHeBaTy1,Potentilla lineata,Rosaceae,,Herb,Perrinial,Baylling Central School,Trashiyangtse
herb,flower_bud,2016-06-09,PlHeDaHa1,Potentilla lineata,Rosaceae,,Herb,Perrinial,Damthang Primary School,Haa
herb,flower_bud,2016-07-16,PlHeSaTg1,Potentilla lineata,Rosaceae,,Herb,Perrinial,Sakteng Lower Secondary School,Trashigang
herb,flower_bud,2016-03-09,RnHeGeDg1,Rumex nepalensis,Polygonaceae,,Herb,Perrinial,Gesarling Central School,Dagana
herb,flower_bud,2016-05-31,RnHeKhTp1,Rumex nepalensis,Polygonaceae,,Herb,Perrinial,Khasadrapchu Middle Secondary School,Thimphu
herb,flower_bud,2016-08-28,SpHeNoWp1,Swertia petiolata,Gentianaceae,,Herb,Annual,Nobding Lower Secondary School,Wangduephodrang
herb,flower_bud,2016-03-14,ToHeKhTp1,Taraxacum officinale,Asteraceae,,Herb,Perrinial,Khasadrapchu Middle Secondary School,Thimphu
herb,flower_bud,2016-04-27,TrHeDaHa1,Trifolium repens,Fabaceae,,Herb,Annual,Damthang Primary School,Haa
herb,flower,2016-02-28,AaHeTeSt1,Ageratina adenophora,Asteraceae,,Herb,Perrinial,Tendruk Central School,Samtse
herb,flower,2016-03-30,AcHePeSp1,Ageratum conyzoides,Asteraceae,,Herb,Annual,Pelrithang Middle Secondary School,Sarpang
herb,flower,2016-06-23,AuHeTeSt1,Acmella uliginosa,Asteraceae,,Herb,Annual,Tendruk Central School,Samtse
herb,flower,2016-05-18,BpHeGyMg1,Bidens pilosa,Asteraceae,,Herb,Annual,Gyelpozhing Central School,Mongar
herb,flower,2016-09-17,BpHeJoSj1,Bidens pilosa,Asteraceae,,Herb,Annual,Jomotshangkha Middle Secondary School,Samdrupjongkhar
herb,flower,2016-05-23,BpHeKhTp1,Bidens pilosa,Asteraceae,,Herb,Annual,Khasadrapchu Middle Secondary School,Thimphu
herb,flower,2016-04-01,BpHePeSp1,Bidens pilosa,Asteraceae,,Herb,Annual,Pelrithang Middle Secondary School,Sarpang
herb,flower,2016-04-04,BpHeTeSt1,Bidens pilosa,Asteraceae,,Herb,Annual,Tendruk Central School,Samtse
herb,flower,2016-07-27,CbHeJaBt1,Cosmos bipinnatus,Asteraceae,Garden cosmos,Herb,Annual,Jakar Higher Secondary School,Bumthang
herb,flower,2016-04-20,ChHeGaTg1,Cymbidium hookerainum ,Orchidaceae,Hookers Orchid,Herb,Epiphytic,Galing Primary School,Trashigang
herb,flower,2016-04-18,ChHeYuPg1,Cymbidium hookerainum ,Orchidaceae,Hookers Orchid,Herb,Epiphytic,Yurung Central School,Pemagatshel
herb,flower,2016-09-09,CkHeTaLt1,Cymbopogon khasianus ,Graminae,Lemon grass,Herb,Annual,Tangmachu Central School,Lhuentse
herb,flower,2016-06-04,CsHeKhTp1,Cannabis sativa,Cannabaceae,,Herb,Annual,Khasadrapchu Middle Secondary School,Thimphu
herb,flower,2016-05-05,DdHeJoSj1,Dendrobium densiflorum ,Orchidaceae,Pinapple orchid,Herb,Epiphytic,Jomotshangkha Middle Secondary School,Samdrupjongkhar
herb,flower,2016-04-09,FnHeBaTy1,Fragaria nubicola ,Rosaceae,Strawberry,Herb,Perrinial,Baylling Central School,Trashiyangtse
herb,flower,2016-03-05,FnHeBjGs1,Fragaria nubicola ,Rosaceae,Strawberry,Herb,Perrinial,Bjishong Central School,Gasa
herb,flower,2016-04-04,FnHeJaBt1,Fragaria nubicola ,Rosaceae,Strawberry,Herb,Perrinial,Jakar Higher Secondary School,Bumthang
herb,flower,2016-03-14,FnHeNoWp1,Fragaria nubicola ,Rosaceae,Strawberry,Herb,Perrinial,Nobding Lower Secondary School,Wangduephodrang
herb,flower,2016-04-25,FnHeSaTg1,Fragaria nubicola ,Rosaceae,Strawberry,Herb,Perrinial,Sakteng Lower Secondary School,Trashigang
herb,flower,2016-03-02,GwHeMeTr1,Geranium wallichianum,Gereniaceae,,Herb,Annual,Mendrelgang Central School,Tsirang
herb,flower,2016-03-01,PdHeBjGs1,Primula denticulata,Primulaceae,Primrose,Herb,Perrinial,Bjishong Central School,Gasa
herb,flower,2016-03-10,PdHeDaHa1,Primula denticulata,Primulaceae,Primrose,Herb,Perrinial,Damthang Primary School,Haa
herb,flower,2016-04-12,PdHeJaBt1,Primula denticulata,Primulaceae,Primrose,Herb,Perrinial,Jakar Higher Secondary School,Bumthang
herb,flower,2016-02-23,PdHeNoWp1,Primula denticulata,Primulaceae,Primrose,Herb,Perrinial,Nobding Lower Secondary School,Wangduephodrang
herb,flower,2016-07-03,PhHeGyMg1,Parthenium hysterophorus,Compositaceae,Whitetop weed,Herb,Annual,Gyelpozhing Central School,Mongar
herb,flower,2016-07-09,PlHeBaTy1,Potentilla lineata,Rosaceae,,Herb,Perrinial,Baylling Central School,Trashiyangtse
herb,flower,2016-07-21,PlHeDaHa1,Potentilla lineata,Rosaceae,,Herb,Perrinial,Damthang Primary School,Haa
herb,flower,2016-03-16,RnHeGeDg1,Rumex nepalensis,Polygonaceae,,Herb,Perrinial,Gesarling Central School,Dagana
herb,flower,2016-06-06,RnHeKhTp1,Rumex nepalensis,Polygonaceae,,Herb,Perrinial,Khasadrapchu Middle Secondary School,Thimphu
herb,flower,2016-08-31,SpHeNoWp1,Swertia petiolata,Gentianaceae,,Herb,Annual,Nobding Lower Secondary School,Wangduephodrang
herb,flower,2016-03-18,ToHeKhTp1,Taraxacum officinale,Asteraceae,,Herb,Perrinial,Khasadrapchu Middle Secondary School,Thimphu
herb,flower,2016-05-06,TrHeDaHa1,Trifolium repens,Fabaceae,,Herb,Annual,Damthang Primary School,Haa
herb,flower,2016-03-23,VbHeMeTr1,Viola bhutanica,Violaceae,,Herb,Annual,Mendrelgang Central School,Tsirang
herb,fruit,2016-03-31,AaHeTeSt1,Ageratina adenophora,Asteraceae,,Herb,Perrinial,Tendruk Central School,Samtse
herb,fruit,2016-04-06,AcHePeSp1,Ageratum conyzoides,Asteraceae,,Herb,Annual,Pelrithang Middle Secondary School,Sarpang
herb,fruit,2016-07-04,AuHeTeSt1,Acmella uliginosa,Asteraceae,,Herb,Annual,Tendruk Central School,Samtse
herb,fruit,2016-05-24,BpHeGyMg1,Bidens pilosa,Asteraceae,,Herb,Annual,Gyelpozhing Central School,Mongar
herb,fruit,2016-09-25,BpHeJoSj1,Bidens pilosa,Asteraceae,,Herb,Annual,Jomotshangkha Middle Secondary School,Samdrupjongkhar
herb,fruit,2016-05-26,BpHeKhTp1,Bidens pilosa,Asteraceae,,Herb,Annual,Khasadrapchu Middle Secondary School,Thimphu
herb,fruit,2016-04-06,BpHePeSp1,Bidens pilosa,Asteraceae,,Herb,Annual,Pelrithang Middle Secondary School,Sarpang
herb,fruit,2016-04-19,BpHeTeSt1,Bidens pilosa,Asteraceae,,Herb,Annual,Tendruk Central School,Samtse
herb,fruit,2016-10-01,CkHeTaLt1,Cymbopogon khasianus ,Graminae,Lemon grass,Herb,Annual,Tangmachu Central School,Lhuentse
herb,fruit,2016-08-26,CsHeKhTp1,Cannabis sativa,Cannabaceae,,Herb,Annual,Khasadrapchu Middle Secondary School,Thimphu
herb,fruit,2016-06-11,DdHeJoSj1,Dendrobium densiflorum ,Orchidaceae,Pinapple orchid,Herb,Epiphytic,Jomotshangkha Middle Secondary School,Samdrupjongkhar
herb,fruit,2016-03-28,DiHeMeTr1,Duchesnea indica,Rosaceae,,Herb,Annual,Mendrelgang Central School,Tsirang
herb,fruit,2016-05-18,EcHeYuPg1,Elettaria cardamomum,Zingiberaceae,Cardamom,Herb,Perrinial,Yurung Central School,Pemagatshel
herb,fruit,2016-04-24,FnHeBaTy1,Fragaria nubicola ,Rosaceae,Strawberry,Herb,Perrinial,Baylling Central School,Trashiyangtse
herb,fruit,2016-03-17,FnHeBjGs1,Fragaria nubicola ,Rosaceae,Strawberry,Herb,Perrinial,Bjishong Central School,Gasa
herb,fruit,2016-04-11,FnHeJaBt1,Fragaria nubicola ,Rosaceae,Strawberry,Herb,Perrinial,Jakar Higher Secondary School,Bumthang
herb,fruit,2016-05-19,FnHeSaTg1,Fragaria nubicola ,Rosaceae,Strawberry,Herb,Perrinial,Sakteng Lower Secondary School,Trashigang
herb,fruit,2016-03-23,GwHeMeTr1,Geranium wallichianum,Gereniaceae,,Herb,Annual,Mendrelgang Central School,Tsirang
herb,fruit,2016-03-17,PdHeBjGs1,Primula denticulata,Primulaceae,Primrose,Herb,Perrinial,Bjishong Central School,Gasa
herb,fruit,2016-04-27,PdHeDaHa1,Primula denticulata,Primulaceae,Primrose,Herb,Perrinial,Damthang Primary School,Haa
herb,fruit,2016-05-16,PdHeJaBt1,Primula denticulata,Primulaceae,Primrose,Herb,Perrinial,Jakar Higher Secondary School,Bumthang
herb,fruit,2016-03-29,PdHeNoWp1,Primula denticulata,Primulaceae,Primrose,Herb,Perrinial,Nobding Lower Secondary School,Wangduephodrang
herb,fruit,2016-07-21,PhHeGyMg1,Parthenium hysterophorus,Compositaceae,Whitetop weed,Herb,Annual,Gyelpozhing Central School,Mongar
herb,fruit,2016-08-19,PlHeBaTy1,Potentilla lineata,Rosaceae,,Herb,Perrinial,Baylling Central School,Trashiyangtse
herb,fruit,2016-10-13,PlHeDaHa1,Potentilla lineata,Rosaceae,,Herb,Perrinial,Damthang Primary School,Haa
herb,fruit,2016-08-11,PlHeSaTg1,Potentilla lineata,Rosaceae,,Herb,Perrinial,Sakteng Lower Secondary School,Trashigang
herb,fruit,2016-04-01,RnHeGeDg1,Rumex nepalensis,Polygonaceae,,Herb,Perrinial,Gesarling Central School,Dagana
herb,fruit,2016-06-17,RnHeKhTp1,Rumex nepalensis,Polygonaceae,,Herb,Perrinial,Khasadrapchu Middle Secondary School,Thimphu
herb,fruit,2016-09-12,SpHeNoWp1,Swertia petiolata,Gentianaceae,,Herb,Annual,Nobding Lower Secondary School,Wangduephodrang
herb,fruit,2016-03-26,ToHeKhTp1,Taraxacum officinale,Asteraceae,,Herb,Perrinial,Khasadrapchu Middle Secondary School,Thimphu
herb,fruit,2016-04-08,VbHeMeTr1,Viola bhutanica,Violaceae,,Herb,Annual,Mendrelgang Central School,Tsirang
herb,ripe_fruit,2016-04-06,AaHeTeSt1,Ageratina adenophora,Asteraceae,,Herb,Perrinial,Tendruk Central School,Samtse
herb,ripe_fruit,2016-04-14,AcHePeSp1,Ageratum conyzoides,Asteraceae,,Herb,Annual,Pelrithang Middle Secondary School,Sarpang
herb,ripe_fruit,2016-07-11,AuHeTeSt1,Acmella uliginosa,Asteraceae,,Herb,Annual,Tendruk Central School,Samtse
herb,ripe_fruit,2016-05-31,BpHeGyMg1,Bidens pilosa,Asteraceae,,Herb,Annual,Gyelpozhing Central School,Mongar
herb,ripe_fruit,2016-10-08,BpHeJoSj1,Bidens pilosa,Asteraceae,,Herb,Annual,Jomotshangkha Middle Secondary School,Samdrupjongkhar
herb,ripe_fruit,2016-06-08,BpHeKhTp1,Bidens pilosa,Asteraceae,,Herb,Annual,Khasadrapchu Middle Secondary School,Thimphu
herb,ripe_fruit,2016-04-14,BpHePeSp1,Bidens pilosa,Asteraceae,,Herb,Annual,Pelrithang Middle Secondary School,Sarpang
herb,ripe_fruit,2016-09-07,CbHeJaBt1,Cosmos bipinnatus,Asteraceae,Garden cosmos,Herb,Annual,Jakar Higher Secondary School,Bumthang
herb,ripe_fruit,2016-09-14,CsHeKhTp1,Cannabis sativa,Cannabaceae,,Herb,Annual,Khasadrapchu Middle Secondary School,Thimphu
herb,ripe_fruit,2016-03-31,DiHeMeTr1,Duchesnea indica,Rosaceae,,Herb,Annual,Mendrelgang Central School,Tsirang
herb,ripe_fruit,2016-05-11,FnHeBaTy1,Fragaria nubicola ,Rosaceae,Strawberry,Herb,Perrinial,Baylling Central School,Trashiyangtse
herb,ripe_fruit,2016-04-10,FnHeBjGs1,Fragaria nubicola ,Rosaceae,Strawberry,Herb,Perrinial,Bjishong Central School,Gasa
herb,ripe_fruit,2016-04-19,FnHeJaBt1,Fragaria nubicola ,Rosaceae,Strawberry,Herb,Perrinial,Jakar Higher Secondary School,Bumthang
herb,ripe_fruit,2016-04-21,FnHeNoWp1,Fragaria nubicola ,Rosaceae,Strawberry,Herb,Perrinial,Nobding Lower Secondary School,Wangduephodrang
herb,ripe_fruit,2016-04-08,GwHeMeTr1,Geranium wallichianum,Gereniaceae,,Herb,Annual,Mendrelgang Central School,Tsirang
herb,ripe_fruit,2016-04-10,PdHeBjGs1,Primula denticulata,Primulaceae,Primrose,Herb,Perrinial,Bjishong Central School,Gasa
herb,ripe_fruit,2016-06-09,PdHeDaHa1,Primula denticulata,Primulaceae,Primrose,Herb,Perrinial,Damthang Primary School,Haa
herb,ripe_fruit,2016-06-16,PdHeJaBt1,Primula denticulata,Primulaceae,Primrose,Herb,Perrinial,Jakar Higher Secondary School,Bumthang
herb,ripe_fruit,2016-04-19,PdHeNoWp1,Primula denticulata,Primulaceae,Primrose,Herb,Perrinial,Nobding Lower Secondary School,Wangduephodrang
herb,ripe_fruit,2016-07-30,PhHeGyMg1,Parthenium hysterophorus,Compositaceae,Whitetop weed,Herb,Annual,Gyelpozhing Central School,Mongar
herb,ripe_fruit,2016-08-25,PlHeSaTg1,Potentilla lineata,Rosaceae,,Herb,Perrinial,Sakteng Lower Secondary School,Trashigang
herb,ripe_fruit,2016-05-26,RnHeGeDg1,Rumex nepalensis,Polygonaceae,,Herb,Perrinial,Gesarling Central School,Dagana
herb,ripe_fruit,2016-07-01,RnHeKhTp1,Rumex nepalensis,Polygonaceae,,Herb,Perrinial,Khasadrapchu Middle Secondary School,Thimphu
herb,ripe_fruit,2016-04-04,ToHeKhTp1,Taraxacum officinale,Asteraceae,,Herb,Perrinial,Khasadrapchu Middle Secondary School,Thimphu
